Section Title,Question Text,Answer Type,Options,Is Scored,Weight,Prefill Source
Advocacy & Social Mobilization,"[44] If yes, select what material is available (poster, leaflet, banner,)  * Ask only if: “Does the Health Facility have IEC materials for routine immunization (observation)” is “Yes”",select,Poster | Leaflet | Banner | Flipchart | Booklet | None,FALSE,1,
Advocacy & Social Mobilization,[45] Is the HF using IEC material?  * Ask only if: “Does the Health Facility have IEC materials for routine immunization (observation)” is “Yes”,select,Poster | Leaflet | Banner | Flipchart | Booklet | None,FALSE,1,
Advocacy & Social Mobilization,"[46] If yes, please select how the material are being used.  * Ask only if: “Is the HF using IEC material?” is “Yes”",select,Poster | Leaflet | Banner | Flipchart | Booklet | None,FALSE,1,
Advocacy & Social Mobilization,[47] Are you aware of the four tips/key messages for RI?  *,yes_no,Yes | No,TRUE,1,
Advocacy & Social Mobilization,"[48] If yes, please describe them.  * Ask only if: “Are you aware of the four tips/key messages for RI?” is “Yes”",select,Option 1 | Option 2 | Option 3,FALSE,1,
Advocacy & Social Mobilization,[49] Did you use any of the four tips/key messages for RI with the last caregiver while providing immunization service?  *,yes_no,Yes | No,TRUE,1,
Advocacy & Social Mobilization,"[50] If yes, which messages did you use.  * Ask only if: “Did you use any of the four tips/key messages for RI with the last caregiver while providing immunization service?” is “Yes”",select,Option 1 | Option 2 | Option 3,FALSE,1,
Advocacy & Social Mobilization,[51] Does the health facility have Child Health Record Book in stock?  *,yes_no,Yes | No,TRUE,1,
Advocacy & Social Mobilization,"[52] If yes, which version is available?  * Ask only if: “Does the health facility have Child Health Record Book in stock?” is “Yes”",select,2022 Edition | 2023 Edition | 2024 Revised Edition | Old Manual,FALSE,1,
Advocacy & Social Mobilization,[53] Does Health Facility conduct community engagement activities?  *,yes_no,Yes | No,TRUE,1,
Advocacy & Social Mobilization,"[54] If yes, how often do you conduct such community engagement activities  * Ask only if: “Does Health Facility conduct community engagement activities?” is “Yes”",yes_no,Yes | No,TRUE,1,
Advocacy & Social Mobilization,"[55] If Others (describe)  * Ask only if: “If yes, how often do you conduct such community engagement activities” is “e) Others (describe)”",text,,FALSE,1,
Community Engagement & Caregiver Survey,[56] Interviewee  *,yes_no,Yes | No,TRUE,1,
Community Engagement & Caregiver Survey,[57] Have your child/children been fully vaccinated or completed appropriate vaccination according to the age and schedule?  *,yes_no,Yes | No,TRUE,1,
Community Engagement & Caregiver Survey,[58] Please provide the reasons for the delay or no vaccinations.  * Ask only if: “Have your child/children been fully vaccinated OR completed appropriate vaccination according to the age AND schedule?” is “c) Delay vaccination (missed doses)” OR “Have your child/children been fully vaccinated OR completed appropriate vaccination according to the age AND schedule?” is “d) No vaccination at all”,select,Distance to facility | Service cost / fees | Fear of side effects | Vaccine stockout | Caregiver busy | Religion / Cultural beliefs,FALSE,1,
Community Engagement & Caregiver Survey,"[59] If Others, specify  * Ask only if: “Please provide the reasons for the delay OR no vaccinations.” is “i) Other (specify)”",select,Distance to facility | Service cost / fees | Fear of side effects | Vaccine stockout | Caregiver busy | Religion / Cultural beliefs,FALSE,1,
Community Engagement & Caregiver Survey,[60] Did you/caregiver have the Child Health Record Books (CHRB) to immunization (at home or clinic/vaccination sites)?  *,yes_no,Yes | No,TRUE,1,
Community Engagement & Caregiver Survey,"[61] If yes, what edition?  * Ask only if: “Did you/caregiver have the Child Health Record Books (CHRB) to immunization (at home OR clinic/vaccination sites)?” is “Yes”",select,2022 Edition | 2023 Edition | 2024 Revised Edition | Old Manual,FALSE,1,
Community Engagement & Caregiver Survey,"[62] If not, why didn’t you have the Child Health Record Books (CHRB)?  * Ask only if: “Did you/caregiver have the Child Health Record Books (CHRB) to immunization (at home OR clinic/vaccination sites)?” is “No”",yes_no,Yes | No,TRUE,1,
Community Engagement & Caregiver Survey,"[63] If Others, specify  * Ask only if: “If not, why didn’t you have the Child Health Record Books (CHRB)?” is “d) Other (specify)”",text,,FALSE,1,
Community Engagement & Caregiver Survey,[64] Where did you hear/learn about the benefits of immunization?  *,select,Health worker | Radio / TV | Community mobilizer | Religious leader | School | Friend / Neighbor | Social media,FALSE,1,
Community Engagement & Caregiver Survey,"[65] If Others, specify  * Ask only if: “Where did you hear/learn about the benefits of immunization?” is “i) Other (specify)”",select,Health worker | Radio / TV | Community mobilizer | Religious leader | School | Friend / Neighbor | Social media,FALSE,1,
Community Engagement & Caregiver Survey,[66] Do you own a smart phone and internet access?  *,yes_no,Yes | No,TRUE,1,
Community Engagement & Caregiver Survey,[67] Do you use a social media to access health information?  * Ask only if: “Do you own a smart phone AND internet access?” is “Yes”,select,Facebook | WhatsApp | Telegram | TikTok | X (Twitter) | YouTube,FALSE,1,
Community Engagement & Caregiver Survey,[68] Do you remember seeing a post about routine immunization information online or on a mobile device over the past one week?  *,yes_no,Yes | No,TRUE,1,
Community Engagement & Caregiver Survey,[69] Which social media do you usually use?  * Ask only if: “Do you own a smart phone AND internet access?” is “Yes”,select,Facebook | WhatsApp | Telegram | TikTok | X (Twitter) | YouTube,FALSE,1,
Community Engagement & Caregiver Survey,"[70] If Others, specify  * Ask only if: “Which social media do you usually use?” is “e) Other (specify)”",select,Facebook | WhatsApp | Telegram | TikTok | X (Twitter) | YouTube,FALSE,1,
Community Engagement & Caregiver Survey,[71] Have your child/children been fully vaccinated or completed appropriate vaccination according to the age and schedule?  *,yes_no,Yes | No,TRUE,1,
Community Engagement & Caregiver Survey,[72] Please provide the reasons for the delay or no vaccinations.  * Ask only if: “Have your child/children been fully vaccinated OR completed appropriate vaccination according to the age AND schedule?” is “c) Delay vaccination (missed doses)” OR “Have your child/children been fully vaccinated OR completed appropriate vaccination according to the age AND schedule?” is “d) No vaccination at all”,select,Distance to facility | Service cost / fees | Fear of side effects | Vaccine stockout | Caregiver busy | Religion / Cultural beliefs,FALSE,1,
Community Engagement & Caregiver Survey,"[73] If Others, specify  * Ask only if: “Please provide the reasons for the delay OR no vaccinations.” is “i) Other (specify)”",select,Distance to facility | Service cost / fees | Fear of side effects | Vaccine stockout | Caregiver busy | Religion / Cultural beliefs,FALSE,1,
Community Engagement & Caregiver Survey,[74] Did you/caregiver have the Child Health Record Books (CHRB) to immunization (at home or clinic/vaccination sites)?  *,yes_no,Yes | No,TRUE,1,
Community Engagement & Caregiver Survey,"[75] If yes, what edition?  * Ask only if: “Did you/caregiver have the Child Health Record Books (CHRB) to immunization (at home OR clinic/vaccination sites)?” is “Yes”",select,2022 Edition | 2023 Edition | 2024 Revised Edition | Old Manual,FALSE,1,
Community Engagement & Caregiver Survey,"[76] If not, why didn’t you have the Child Health Record Books (CHRB)?  * Ask only if: “Did you/caregiver have the Child Health Record Books (CHRB) to immunization (at home OR clinic/vaccination sites)?” is “No”",yes_no,Yes | No,TRUE,1,
Community Engagement & Caregiver Survey,"[77] If Others, specify  * Ask only if: “If not, why didn’t you have the Child Health Record Books (CHRB)?” is “d) Other (specify)”",text,,FALSE,1,
Community Engagement & Caregiver Survey,[78] Where did you hear/learn about the benefits of immunization?  *,select,Health worker | Radio / TV | Community mobilizer | Religious leader | School | Friend / Neighbor | Social media,FALSE,1,
Community Engagement & Caregiver Survey,"[79] If Others, specify  * Ask only if: “Where did you hear/learn about the benefits of immunization?” is “i) Other (specify)”",select,Health worker | Radio / TV | Community mobilizer | Religious leader | School | Friend / Neighbor | Social media,FALSE,1,
Community Engagement & Caregiver Survey,[80] Do you own a smart phone and internet access?  *,yes_no,Yes | No,TRUE,1,
Community Engagement & Caregiver Survey,[81] Do you use a social media to access health information?  * Ask only if: “Do you own a smart phone AND internet access?” is “Yes”,select,Facebook | WhatsApp | Telegram | TikTok | X (Twitter) | YouTube,FALSE,1,
Community Engagement & Caregiver Survey,[82] Do you remember seeing a post about routine immunization information online or on a mobile device over the past one week?  *,yes_no,Yes | No,TRUE,1,
Community Engagement & Caregiver Survey,[83] Which social media do you usually use?  * Ask only if: “Do you own a smart phone AND internet access?” is “Yes”,select,Facebook | WhatsApp | Telegram | TikTok | X (Twitter) | YouTube,FALSE,1,
Community Engagement & Caregiver Survey,"[84] If Others, specify  * Ask only if: “Which social media do you usually use?” is “e) Other (specify)”",select,Facebook | WhatsApp | Telegram | TikTok | X (Twitter) | YouTube,FALSE,1,
Community Engagement & Caregiver Survey,[85] Does your male partner help you and take your baby for routine immunization to the health facility/vaccination site?  *,yes_no,Yes | No,TRUE,1,
Community Engagement & Caregiver Survey,[86] Have your child/children been fully vaccinated or completed appropriate vaccination according to the age and schedule?  *,yes_no,Yes | No,TRUE,1,
Community Engagement & Caregiver Survey,[87] Please provide the reasons for the delay or no vaccinations.  * Ask only if: “Have your child/children been fully vaccinated OR completed appropriate vaccination according to the age AND schedule?” is “c) Delay vaccination (missed doses)” OR “Have your child/children been fully vaccinated OR completed appropriate vaccination according to the age AND schedule?” is “d) No vaccination at all”,select,Distance to facility | Service cost / fees | Fear of side effects | Vaccine stockout | Caregiver busy | Religion / Cultural beliefs,FALSE,1,
Community Engagement & Caregiver Survey,"[88] If Others, specify  * Ask only if: “Please provide the reasons for the delay OR no vaccinations.” is “i) Other (specify)”",select,Distance to facility | Service cost / fees | Fear of side effects | Vaccine stockout | Caregiver busy | Religion / Cultural beliefs,FALSE,1,
Community Engagement & Caregiver Survey,[89] Where did you hear/learn about the benefits of immunization?  *,select,Health worker | Radio / TV | Community mobilizer | Religious leader | School | Friend / Neighbor | Social media,FALSE,1,
Community Engagement & Caregiver Survey,"[90] If Others, specify  * Ask only if: “Where did you hear/learn about the benefits of immunization?” is “i) Other (specify)”",select,Health worker | Radio / TV | Community mobilizer | Religious leader | School | Friend / Neighbor | Social media,FALSE,1,
Community Engagement & Caregiver Survey,[91] Do you own a smart phone and internet access?  *,yes_no,Yes | No,TRUE,1,
Community Engagement & Caregiver Survey,[92] Do you use a social media to access health information?  * Ask only if: “Do you own a smart phone AND internet access?” is “Yes”,select,Facebook | WhatsApp | Telegram | TikTok | X (Twitter) | YouTube,FALSE,1,
Community Engagement & Caregiver Survey,[93] Do you remember seeing a post about routine immunization information online or on a mobile device over the past one week?  *,yes_no,Yes | No,TRUE,1,
Community Engagement & Caregiver Survey,[94] Which social media do you usually use?  * Ask only if: “Do you own a smart phone AND internet access?” is “Yes”,select,Facebook | WhatsApp | Telegram | TikTok | X (Twitter) | YouTube,FALSE,1,
Community Engagement & Caregiver Survey,"[95] If Others, specify  * Ask only if: “Which social media do you usually use?” is “e) Other (specify)”",select,Facebook | WhatsApp | Telegram | TikTok | X (Twitter) | YouTube,FALSE,1,
Community Engagement & Caregiver Survey,[96] Does your male partner help you and take your baby for routine immunization to the health facility/vaccination site?  *,yes_no,Yes | No,TRUE,1,
Community Engagement & Caregiver Survey,[97] Do you help health workers to mobilize your community for health/routine immunization?  *,yes_no,Yes | No,TRUE,1,
Community Engagement & Caregiver Survey,"[98] If yes, how often do you make community mobilization for health/routine immunization?  * Ask only if: “Do you help health workers to mobilize your community for health/routine immunization?” is “Yes”",yes_no,Yes | No,TRUE,1,
Community Engagement & Caregiver Survey,[99] How do you hold community meetings /mobilization?  *,yes_no,Yes | No,TRUE,1,
Community Engagement & Caregiver Survey,"[100] If Others, specify  * Ask only if: “How do you hold community meetings /mobilization?” is “Other (specify)”",text,,FALSE,1,
AEFI Management,[101] Does the health facility have staff trained in AEFI?  *,yes_no,Yes | No,TRUE,1,
AEFI Management,[102] How many staff are trained in AEFI?  * Ask only if: “Does the health facility have staff trained in AEFI?” includes “Yes”,number,,FALSE,1,
AEFI Management,[103] Did the health facility record any AEFI?  *,yes_no,Yes | No,TRUE,1,
AEFI Management,[104] How many total number of MAJOR events were reported in the last 3 months  * Ask only if: “Did the health facility record any AEFI?” includes “Yes”,number,,FALSE,1,
AEFI Management,[105] How many total number of MINOR events were reported in the last 3 months  * Ask only if: “Did the health facility record any AEFI?” includes “Yes”,number,,FALSE,1,
AEFI Management,[106] Were the AEFI events reported?  * Ask only if: “Did the health facility record any AEFI?” includes “Yes”,yes_no,Yes | No,TRUE,1,
AEFI Management,[107] Is there a AEFI kit available with all supplies?  *,yes_no,Yes | No,TRUE,1,
AEFI Management,"[108] If no, please indicate what is missing  * Ask only if: “Is there a AEFI kit available with all supplies?” includes “No”",yes_no,Yes | No,TRUE,1,
AEFI Management,[109] Is there an EPI register on site?  *,yes_no,Yes | No,TRUE,1,
AEFI Management,[110] Please take a photo of the register Ask only if: “Is there an EPI register on site?” includes “Yes”,photo,,FALSE,1,
AEFI Management,"[111] If yes, are all columns and rows properly filled?  *",yes_no,Yes | No,TRUE,1,
AEFI Management,[112] Are tally sheet & summary sheet available?  *,yes_no,Yes | No,TRUE,1,
AEFI Management,[113] Please select which data collection/reporting tools are missing in the health facility,yes_no,Yes | No,TRUE,1,
AEFI Management,[114] Stock register available?  *,yes_no,Yes | No,TRUE,1,
AEFI Management,[115] Is the HF sending monthly report to the district/province?  *,yes_no,Yes | No,TRUE,1,
AEFI Management,[116] Number of reports submitted in the past 3 months  * Ask only if: “Is the HF sending monthly report to the district/province?” includes “Yes” Guidance: Allowed range: 0-3.,number,,FALSE,1,
AEFI Management,[117] Is there an immunization monitoring chart available?  *,yes_no,Yes | No,TRUE,1,
AEFI Management,[118] Does the health facility use monitoring chart for RI performance?  * Ask only if: “Is there an immunization monitoring chart available?” includes “Yes”,yes_no,Yes | No,TRUE,1,
AEFI Management,[119] Please take a photo of the register Ask only if: “Is there an immunization monitoring chart available?” includes “Yes”,photo,,FALSE,1,
AEFI Management,[120] Is there defaulter tracing mechanism?  *,yes_no,Yes | No,TRUE,1,
Cold Chain & Equipment,[121] Is there a functioning coldchain equipment on site?  *,yes_no,Yes | No,TRUE,1,
Cold Chain & Equipment,"[122] If yes,what is the type of equipment is available on site?  * Ask only if: “Is there a functioning coldchain equipment on site?” includes “Yes”",yes_no,Yes | No,TRUE,1,
Cold Chain & Equipment,[123] The equipment is powered by?  * Ask only if: “Is there a functioning coldchain equipment on site?” includes “Yes”,yes_no,Yes | No,TRUE,1,
Cold Chain & Equipment,[124] Freezing storage capacity sufficient?  *,yes_no,Yes | No,TRUE,1,
Cold Chain & Equipment,"[125] Is the cold chain equipment placed in the best location with easy acces to the vaccines (not in direct sun,well ventilated) ?  *",yes_no,Yes | No,TRUE,1,
Cold Chain & Equipment,[126] Does health facility have SOPs to guide when the coldchain equipment is malfunctional?  *,yes_no,Yes | No,TRUE,1,
Cold Chain & Equipment,[127] Is there a Fridge Tag present?  *,yes_no,Yes | No,TRUE,1,
Cold Chain & Equipment,[128] Please take a photo of the fridge tag  * Ask only if: “Is there a Fridge Tag present?” includes “Yes”,photo,,FALSE,1,
Cold Chain & Equipment,[129] Is the fridge Tag being used?  * Ask only if: “Is there a Fridge Tag present?” includes “Yes”,yes_no,Yes | No,TRUE,1,
Cold Chain & Equipment,[130] Is the temperature chart recorded & displayed?  * Ask only if: “Is the fridge Tag being used?” includes “Yes”,yes_no,Yes | No,TRUE,1,
Cold Chain & Equipment,[131] Please take a photo of the chart Ask only if: “Is the temperature chart recorded & displayed?” includes “Yes”,photo,,FALSE,1,
Immunization Waste Management,[132] What method is used for immunization medical waste disposal?  *,select,Incinerator | Open Burning | Safety Box Burial | Offsite Facility Disposal,FALSE,1,
Immunization Waste Management,"[133] If other method is used for immunization medical waste disposal, please specify.  * Ask only if: “What method is used for immunization medical waste disposal?” includes “Other”",select,Incinerator | Open Burning | Safety Box Burial | Offsite Facility Disposal,FALSE,1,
Immunization Waste Management,[134] Are safety boxes used for sharp disposal?  *,yes_no,Yes | No,TRUE,1,
Immunization Waste Management,[135] Please take a photo of the waste disposal site/facility  *,select,Incinerator | Open Burning | Safety Box Burial | Offsite Facility Disposal,FALSE,1,
Vaccine & Supply Logistics,[136] Does HF use vaccine and supply stock ledger book or mSupply?  *,yes_no,Yes | No,TRUE,1,
Vaccine & Supply Logistics,"[137] Does Health Facility conduct vaccine forecasting, minimum & maximum & critical stocks?  *",yes_no,Yes | No,TRUE,1,
Vaccine & Supply Logistics,[138] Is there adequate amount of vaccine and supplies for one month?  *,yes_no,Yes | No,TRUE,1,
Vaccine & Supply Logistics,[139] Was there any stock out of vaccines and supplies during the last month?  *,select,BCG | bOPV | IPV | Penta (DTP-HepB-Hib) | PCV | Rota | Measles-Rubella | HPV | Tetanus (Td),FALSE,1,
Vaccine & Supply Logistics,"[140] If yes, please list the stock out vaccines.  * Ask only if: “Was there any stock out of vaccines AND supplies during the last month?” includes “Yes”",select,BCG | bOPV | IPV | Penta (DTP-HepB-Hib) | PCV | Rota | Measles-Rubella | HPV | Tetanus (Td),FALSE,1,
Vaccine & Supply Logistics,"[141] If yes, please list the stock out supplies.  * Ask only if: “Was there any stock out of vaccines AND supplies during the last month?” includes “Yes”",select,BCG | bOPV | IPV | Penta (DTP-HepB-Hib) | PCV | Rota | Measles-Rubella | HPV | Tetanus (Td),FALSE,1,
Vaccine & Supply Logistics,[142] Does the health facility monitor vaccine wastage rate?  *,yes_no,Yes | No,TRUE,1,
Vaccine & Supply Logistics,[143] Is multi vial policy being observed?  *,yes_no,Yes | No,TRUE,1,
Vaccine & Supply Logistics,"[144] If No, please explain why  * Ask only if: “Is multi vial policy being observed?” includes “No”",text,,FALSE,1,
Vaccine & Supply Logistics,[145] Is there any expired vaccine or supply in the HF?  *,yes_no,Yes | No,TRUE,1,
Vaccine & Supply Logistics,[146] Please provide reasons for expiry of the commodities  * Ask only if: “Is there any expired vaccine OR supply in the HF?” includes “Yes”,text,,FALSE,1,
Vaccine & Supply Logistics,[147] Do the health workers know how to read and interpret the VVM? Guidance: Ask them to describe VVM changes and what they mean,yes_no,Yes | No,TRUE,1,
Vaccine & Supply Logistics,[148] Is there any vaccine with VVM unusable stage in the Refrigerator?  *,yes_no,Yes | No,TRUE,1,
Vaccine & Supply Logistics,[149] Please provide reasons for the unusable VVM vaccines  * Ask only if: “Was there any stock out of vaccines AND supplies during the last month?” includes “Yes”,select,BCG | bOPV | IPV | Penta (DTP-HepB-Hib) | PCV | Rota | Measles-Rubella | HPV | Tetanus (Td),FALSE,1,
Cold Chain & Equipment,[150] Number of cold boxes available  * Guidance: Enter zero or a positive number.,number,,FALSE,1,
Cold Chain & Equipment,[151] Number of vaccine carriers available  * Guidance: Enter zero or a positive number.,number,,FALSE,1,
Cold Chain & Equipment,[152] Number of ice packs available  * Guidance: Enter zero or a positive number.,number,,FALSE,1,
Cold Chain & Equipment,[153] When was the last supervisory visit to the HF by district or province?  *,yes_no,Yes | No,TRUE,1,
Cold Chain & Equipment,[154] Did the visiting team make any recommnendations for the health facility team?  *,yes_no,Yes | No,TRUE,1,
Cold Chain & Equipment,[155] Enter number of maximum number of recommendations made during the last visit  * Ask only if: “Did the visiting team make any recommnendations for the health facility team?” includes “Yes” Guidance: Maximum allowed: 5.,number,,FALSE,1,
